#E_kin, intensity measured at BL11, DELTA, TU Dortmund, hv=180eV
95.425,3416.0
95.466,3343.0
95.507,3346.0
95.5479,3373.0
95.5888,3427.0
95.6298,3381.0
95.6707,3266.0
95.7117,3284.0
95.7527,3325.0
95.7936,3290.0
95.8345,3318.0
95.8755,3294.0
95.9164,3284.0
95.9574,3074.0
95.9984,3203.0
